,Original,Below Basic,Basic,Intermediate,Advanced
21,"[0.41987961530685425, 0.18718713521957397, 0.17246687412261963, 0.12291554361581802, 0.09755083173513412]&['Tumor suppressor gene', 'Metastasis suppressor gene  ', 'DNA mismatch repair gene  ', 'Cell cycle regulation gene  ', 'Proto -oncogene  ']","[0.5563591122627258, 0.206147700548172, 0.15417258441448212, 0.051417652517557144, 0.03190289065241814]&['DNA mismatch repair gene  ', 'Metastasis suppressor gene  ', 'Cell cycle regulation gene  ', 'Tumor suppressor gene', 'Proto -oncogene  ']","[0.4909783601760864, 0.2490907907485962, 0.12018898129463196, 0.09888167679309845, 0.04086023196578026]&['DNA mismatch repair gene  ', 'Metastasis suppressor gene  ', 'Cell cycle regulation gene  ', 'Tumor suppressor gene', 'Proto -oncogene  ']","[0.4391256868839264, 0.26593437790870667, 0.13644985854625702, 0.12735196948051453, 0.031138068065047264]&['DNA mismatch repair gene  ', 'Metastasis suppressor gene  ', 'Cell cycle regulation gene  ', 'Tumor suppressor gene', 'Proto -oncogene  ']","[0.37263399362564087, 0.2479085773229599, 0.2031027376651764, 0.1552816778421402, 0.021072978153824806]&['DNA mismatch repair gene  ', 'Metastasis suppressor gene  ', 'Tumor suppressor gene', 'Cell cycle regulation gene  ', 'Proto -oncogene  ']"
22,"[0.2193642109632492, 0.20895792543888092, 0.2087300717830658, 0.18418024480342865, 0.15844860672950745, 0.0203188918530941]&['Thrombus of the left carotid artery', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Superior sulcus tumor  ']","[0.23432926833629608, 0.20930418372154236, 0.20046839118003845, 0.19511574506759644, 0.13082869350910187, 0.02995375357568264]&['Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Thrombus of the left carotid artery', 'Superior sulcus tumor  ']","[0.2686246633529663, 0.2193526029586792, 0.2021026760339737, 0.15737591683864594, 0.10888741910457611, 0.04365670308470726]&['Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Thrombus of the left carotid artery', 'Superior sulcus tumor  ']","[0.262871652841568, 0.18764618039131165, 0.18399430811405182, 0.18367260694503784, 0.15307985246181488, 0.02873535268008709]&['Thrombus of the left carotid artery', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Superior sulcus tumor  ']","[0.22635217010974884, 0.22573606669902802, 0.19847248494625092, 0.15839815139770508, 0.14996202290058136, 0.04107912257313728]&['Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Thrombus of the left carotid artery', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Superior sulcus tumor  ']"
23,"[0.33837437629699707, 0.25339391827583313, 0.18326032161712646, 0.12264124304056168, 0.1023300513625145]&['Factor V Leiden mutation  ', 'Antithrombin III deficiency  ', 'Protein C deficiency  ', 'Glanzmann thrombasthenia  ', 'von Willebrand disease']","[0.2887990176677704, 0.27007296681404114, 0.25289255380630493, 0.10241394490003586, 0.08582142740488052]&['Factor V Leiden mutation  ', 'Protein C deficiency  ', 'Antithrombin III deficiency  ', 'Glanzmann thrombasthenia  ', 'von Willebrand disease']","[0.38974931836128235, 0.2327418178319931, 0.1970820128917694, 0.10283250361680984, 0.07759436964988708]&['Protein C deficiency  ', 'Antithrombin III deficiency  ', 'Factor V Leiden mutation  ', 'von Willebrand disease', 'Glanzmann thrombasthenia  ']","[0.3079102039337158, 0.24082690477371216, 0.18893052637577057, 0.18126046657562256, 0.08107192069292068]&['Factor V Leiden mutation  ', 'von Willebrand disease', 'Antithrombin III deficiency  ', 'Protein C deficiency  ', 'Glanzmann thrombasthenia  ']","[0.3737420439720154, 0.20588530600070953, 0.16923780739307404, 0.16483989357948303, 0.08629495650529861]&['Factor V Leiden mutation  ', 'Protein C deficiency  ', 'Antithrombin III deficiency  ', 'von Willebrand disease', 'Glanzmann thrombasthenia  ']"
24,"[0.3405839204788208, 0.2634333670139313, 0.1975749284029007, 0.16893449425697327, 0.02947322279214859]&['Diet  ', 'Unintended weight loss', 'Trauma  ', 'Family illness  ', 'Recent travel  ']","[0.7018241882324219, 0.09619791060686111, 0.07628664374351501, 0.0636078342795372, 0.062083445489406586]&['Diet  ', 'Trauma  ', 'Recent travel  ', 'Unintended weight loss', 'Family illness  ']","[0.5144234895706177, 0.2700088322162628, 0.08104556798934937, 0.07169657945632935, 0.06282557547092438]&['Diet  ', 'Trauma  ', 'Family illness  ', 'Recent travel  ', 'Unintended weight loss']","[0.5642483234405518, 0.26727578043937683, 0.10100606083869934, 0.03972174599766731, 0.027748145163059235]&['Diet  ', 'Trauma  ', 'Family illness  ', 'Unintended weight loss', 'Recent travel  ']","[0.634522020816803, 0.22315962612628937, 0.07902799546718597, 0.04405505582690239, 0.019235292449593544]&['Diet  ', 'Trauma  ', 'Family illness  ', 'Unintended weight loss', 'Recent travel  ']"
25,"[0.32604193687438965, 0.2820025682449341, 0.18389356136322021, 0.12555427849292755, 0.0825076624751091]&['Rhabdomyosarcoma  ', 'Neuroblastoma  ', 'Retinoblastoma  ', 'Pheochromocytoma  ', 'Thyroid cancer']","[0.4661029279232025, 0.2056642770767212, 0.1481582373380661, 0.14483429491519928, 0.035240236669778824]&['Retinoblastoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ', 'Pheochromocytoma  ', 'Thyroid cancer']","[0.44867604970932007, 0.21884191036224365, 0.14784111082553864, 0.13678108155727386, 0.04785989969968796]&['Retinoblastoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ', 'Pheochromocytoma  ', 'Thyroid cancer']","[0.412311315536499, 0.2102411687374115, 0.15690302848815918, 0.14411398768424988, 0.07643046230077744]&['Retinoblastoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ', 'Pheochromocytoma  ', 'Thyroid cancer']","[0.44693371653556824, 0.20704811811447144, 0.18339592218399048, 0.12289322167634964, 0.03972902521491051]&['Retinoblastoma  ', 'Pheochromocytoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ', 'Thyroid cancer']"
26,"[0.32030877470970154, 0.3151704967021942, 0.151108980178833, 0.1237730011343956, 0.08963876962661743]&['High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ', 'Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ']","[0.6438859105110168, 0.16375800967216492, 0.0972905382514, 0.06690415740013123, 0.02816137485206127]&['High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ', 'Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ']","[0.5640813708305359, 0.22929592430591583, 0.11405106633901596, 0.058088697493076324, 0.0344829335808754]&['High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ', 'Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ']","[0.5654571652412415, 0.20840680599212646, 0.10348518937826157, 0.09100224822759628, 0.031648632138967514]&['High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Overload of unconjugated bilirubin', 'Decreased reabsorption of bile salts  ', 'Decreased hepatic secretion of lecithin  ']","[0.6194232702255249, 0.1851184070110321, 0.08492960035800934, 0.07940518110990524, 0.03112344816327095]&['High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Overload of unconjugated bilirubin', 'Decreased reabsorption of bile salts  ', 'Decreased hepatic secretion of lecithin  ']"
27,"[0.6343424320220947, 0.13608238101005554, 0.12859956920146942, 0.05768521875143051, 0.04329036921262741]&['>9500/mm3', '6500 –8500/mm3 ', '5500 –9500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.40076765418052673, 0.2816002666950226, 0.1989709585905075, 0.09980291873216629, 0.01885817013680935]&['>9500/mm3', '6500 –8500/mm3 ', '5500 –9500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.5875478982925415, 0.1515478640794754, 0.14551931619644165, 0.09131742268800735, 0.024067576974630356]&['>9500/mm3', '5500 –9500/mm3 ', '6500 –8500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.5431397557258606, 0.21323178708553314, 0.1331881880760193, 0.09123038500547409, 0.019209876656532288]&['>9500/mm3', '6500 –8500/mm3 ', '5500 –9500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.6167400479316711, 0.15285591781139374, 0.15181152522563934, 0.05858225002884865, 0.02001027576625347]&['>9500/mm3', '6500 –8500/mm3 ', '5500 –9500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']"
28,"[0.347011536359787, 0.20465368032455444, 0.20448584854602814, 0.17835958302021027, 0.06548937410116196]&['Calcitriol production by activated macrophages  ', 'Local resorption of bone by metastases  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of parathyroid hormone  ', 'Secretion of thyroid -stimulating hormone']","[0.44830217957496643, 0.2712218463420868, 0.17161151766777039, 0.09919679164886475, 0.009667686186730862]&['Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ', 'Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of thyroid -stimulating hormone']","[0.46684885025024414, 0.28738218545913696, 0.12303491681814194, 0.11761972308158875, 0.00511432159692049]&['Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ', 'Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of thyroid -stimulating hormone']","[0.49970608949661255, 0.20480330288410187, 0.1404029130935669, 0.1342763602733612, 0.020811298862099648]&['Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of parathyroid hormone  ', 'Secretion of thyroid -stimulating hormone']","[0.42012181878089905, 0.370972603559494, 0.11660335958003998, 0.08476702868938446, 0.007535213138908148]&['Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of parathyroid hormone  ', 'Secretion of thyroid -stimulating hormone']"
29,"[0.3623940944671631, 0.26258349418640137, 0.21325552463531494, 0.1171320453286171, 0.0446348562836647]&['T5', 'C5  ', 'C7  ', 'T3  ', 'T1  ']","[0.4660552740097046, 0.18144433200359344, 0.13415546715259552, 0.1316441148519516, 0.08670074492692947]&['T5', 'C5  ', 'T3  ', 'C7  ', 'T1  ']","[0.29686206579208374, 0.19304953515529633, 0.19215919077396393, 0.1792132705450058, 0.13871599733829498]&['T5', 'T3  ', 'C5  ', 'T1  ', 'C7  ']","[0.3346070647239685, 0.27733469009399414, 0.19250397384166718, 0.1020730584859848, 0.09348126500844955]&['C5  ', 'C7  ', 'T1  ', 'T5', 'T3  ']","[0.49779000878334045, 0.1531781107187271, 0.1523817926645279, 0.1012599840760231, 0.09539014846086502]&['T5', 'T1  ', 'T3  ', 'C5  ', 'C7  ']"
30,"[0.4855307936668396, 0.1462915986776352, 0.14209353923797607, 0.14063750207424164, 0.08544652909040451]&['LDL receptor  ', 'HMG -CoA reductase activity  ', 'Apo B48  ', 'Lipoprotein lipase activity', 'Apo C  ']","[0.3017636239528656, 0.23470379412174225, 0.18805614113807678, 0.17858436703681946, 0.0968921110033989]&['Apo B48  ', 'LDL receptor  ', 'HMG -CoA reductase activity  ', 'Apo C  ', 'Lipoprotein lipase activity']","[0.2996850311756134, 0.28532418608665466, 0.17386986315250397, 0.12892299890518188, 0.11219797283411026]&['LDL receptor  ', 'Apo B48  ', 'HMG -CoA reductase activity  ', 'Lipoprotein lipase activity', 'Apo C  ']","[0.3515564799308777, 0.19079391658306122, 0.18979129195213318, 0.139010488986969, 0.1288478970527649]&['LDL receptor  ', 'Apo B48  ', 'Lipoprotein lipase activity', 'HMG -CoA reductase activity  ', 'Apo C  ']","[0.3301735520362854, 0.2602855861186981, 0.19665980339050293, 0.12420192360877991, 0.08867912739515305]&['Apo B48  ', 'HMG -CoA reductase activity  ', 'LDL receptor  ', 'Lipoprotein lipase activity', 'Apo C  ']"
31,"[0.4432433843612671, 0.24827544391155243, 0.16278396546840668, 0.08682501316070557, 0.05887218564748764]&['Stretched aortic anulus', 'Atrial septal defect  ', 'Mitral stenosis  ', 'Papillary muscle rupture  ', 'Perforated tricuspid valve  ']","[0.3627054691314697, 0.22944915294647217, 0.1985776126384735, 0.11901664733886719, 0.09025105834007263]&['Mitral stenosis  ', 'Stretched aortic anulus', 'Atrial septal defect  ', 'Papillary muscle rupture  ', 'Perforated tricuspid valve  ']","[0.3585125505924225, 0.23338313400745392, 0.21842320263385773, 0.13619409501552582, 0.05348695442080498]&['Mitral stenosis  ', 'Atrial septal defect  ', 'Stretched aortic anulus', 'Papillary muscle rupture  ', 'Perforated tricuspid valve  ']","[0.28175267577171326, 0.27435389161109924, 0.22412332892417908, 0.14719338715076447, 0.07257670164108276]&['Mitral stenosis  ', 'Stretched aortic anulus', 'Atrial septal defect  ', 'Papillary muscle rupture  ', 'Perforated tricuspid valve  ']","[0.3381057381629944, 0.26812171936035156, 0.1746346801519394, 0.15294888615608215, 0.0661890059709549]&['Mitral stenosis  ', 'Atrial septal defect  ', 'Papillary muscle rupture  ', 'Stretched aortic anulus', 'Perforated tricuspid valve  ']"
32,"[0.7333924174308777, 0.08257535099983215, 0.06055215373635292, 0.056603334844112396, 0.04799305275082588, 0.01888374052941799]&['Right nucleus of the abducens nerve', 'Left abducens nerve  ', 'Right abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ']","[0.5846031904220581, 0.1471966654062271, 0.07769689708948135, 0.07356768101453781, 0.06432954967021942, 0.052606068551540375]&['Right nucleus of the abducens nerve', 'Left abducens nerve  ', 'Right abducens nerve  ', 'Left medial longitudinal fasciculus  ', 'Right medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ']","[0.3916650414466858, 0.18834419548511505, 0.13180597126483917, 0.13139086961746216, 0.12290934473276138, 0.033884596079587936]&['Right nucleus of the abducens nerve', 'Left abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ', 'Right abducens nerve  ', 'Left nucleus of the abducens nerve  ']","[0.31708642840385437, 0.18120315670967102, 0.15024271607398987, 0.12619303166866302, 0.12599238753318787, 0.09928226470947266]&['Right nucleus of the abducens nerve', 'Left abducens nerve  ', 'Right abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ', 'Left medial longitudinal fasciculus  ']","[0.5531991720199585, 0.12168578058481216, 0.09523684531450272, 0.09486555308103561, 0.07841911166906357, 0.05659354105591774]&['Right nucleus of the abducens nerve', 'Left medial longitudinal fasciculus  ', 'Left abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Right abducens nerve  ', 'Left nucleus of the abducens nerve  ']"
33,"[0.4308929443359375, 0.15447817742824554, 0.1492970585823059, 0.14180466532707214, 0.1235271543264389]&['1  ', '2  ', '5', '3  ', '4  ']","[0.32707592844963074, 0.29414552450180054, 0.24755388498306274, 0.1091829389333725, 0.02204175479710102]&['3  ', '2  ', '4  ', '1  ', '5']","[0.348447322845459, 0.2805400490760803, 0.23164759576320648, 0.09163303673267365, 0.04773198068141937]&['3  ', '4  ', '2  ', '1  ', '5']","[0.31221580505371094, 0.23699870705604553, 0.20058441162109375, 0.13073578476905823, 0.11946532875299454]&['3  ', '5', '2  ', '4  ', '1  ']","[0.37377169728279114, 0.2134556770324707, 0.1641545444726944, 0.1466909795999527, 0.10192708671092987]&['3  ', '2  ', '1  ', '5', '4  ']"
34,"[0.4792560338973999, 0.2626073360443115, 0.12552392482757568, 0.11018865555524826, 0.02242407202720642]&['Intussusception', 'Hirschsprung disease  ', 'Cystic fibrosis  ', 'Hookworm infestation  ', 'Constipation  ']","[0.4031228721141815, 0.27090024948120117, 0.16649845242500305, 0.11668897420167923, 0.04278944432735443]&['Cystic fibrosis  ', 'Hookworm infestation  ', 'Hirschsprung disease  ', 'Intussusception', 'Constipation  ']","[0.31600433588027954, 0.30802854895591736, 0.22144894301891327, 0.10313930362462997, 0.05137886479496956]&['Hirschsprung disease  ', 'Cystic fibrosis  ', 'Hookworm infestation  ', 'Intussusception', 'Constipation  ']","[0.3981694281101227, 0.3071269392967224, 0.14523877203464508, 0.09032724052667618, 0.05913754552602768]&['Cystic fibrosis  ', 'Hirschsprung disease  ', 'Intussusception', 'Hookworm infestation  ', 'Constipation  ']","[0.48582369089126587, 0.2037467062473297, 0.17439034581184387, 0.09469132870435715, 0.04134783521294594]&['Hirschsprung disease  ', 'Intussusception', 'Cystic fibrosis  ', 'Hookworm infestation  ', 'Constipation  ']"
35,"[0.396415114402771, 0.2986713647842407, 0.26647448539733887, 0.029860062524676323, 0.008578913286328316]&['Southern blot  ', 'Northern blot  ', 'Western blot', 'Microarray analysis  ', 'Reverse transcription -polymerase chain reaction test  ']","[0.37890228629112244, 0.32363051176071167, 0.16009190678596497, 0.12287823110818863, 0.014497101306915283]&['Northern blot  ', 'Southern blot  ', 'Microarray analysis  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ']","[0.40227359533309937, 0.21760882437229156, 0.1886448711156845, 0.17166899144649506, 0.01980370469391346]&['Southern blot  ', 'Northern blot  ', 'Western blot', 'Microarray analysis  ', 'Reverse transcription -polymerase chain reaction test  ']","[0.44651275873184204, 0.25174400210380554, 0.17304857075214386, 0.10481787472963333, 0.02387676015496254]&['Southern blot  ', 'Northern blot  ', 'Microarray analysis  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ']","[0.3312045633792877, 0.25022274255752563, 0.22827018797397614, 0.17700563371181488, 0.013296817429363728]&['Southern blot  ', 'Microarray analysis  ', 'Northern blot  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ']"
36,"[0.28426748514175415, 0.25897765159606934, 0.17195001244544983, 0.1506304144859314, 0.1341744363307953]&['Penicillin  ', 'Cephalosporin  ', 'Sulfonamide', 'Fluoroquinolone  ', 'Macrolide  ']","[0.29660916328430176, 0.2849538028240204, 0.20271402597427368, 0.11980141699314117, 0.0959215834736824]&['Macrolide  ', 'Penicillin  ', 'Sulfonamide', 'Cephalosporin  ', 'Fluoroquinolone  ']","[0.3877192735671997, 0.17310547828674316, 0.16509363055229187, 0.15210479497909546, 0.12197688966989517]&['Penicillin  ', 'Cephalosporin  ', 'Macrolide  ', 'Sulfonamide', 'Fluoroquinolone  ']","[0.40636783838272095, 0.2293306291103363, 0.16083884239196777, 0.11413566023111343, 0.08932707458734512]&['Penicillin  ', 'Sulfonamide', 'Cephalosporin  ', 'Fluoroquinolone  ', 'Macrolide  ']","[0.33865639567375183, 0.2631370425224304, 0.15089426934719086, 0.14620983600616455, 0.10110246390104294]&['Sulfonamide', 'Penicillin  ', 'Cephalosporin  ', 'Fluoroquinolone  ', 'Macrolide  ']"
37,"[0.3987821042537689, 0.3254304528236389, 0.12319201976060867, 0.10215774178504944, 0.05043768137693405]&['Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ']","[0.48912912607192993, 0.2518354654312134, 0.1783149093389511, 0.058484967797994614, 0.022235510870814323]&['Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ']","[0.3421364426612854, 0.23443938791751862, 0.20755672454833984, 0.10914686322212219, 0.10672054439783096]&['Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines']","[0.4459686279296875, 0.22265303134918213, 0.14649394154548645, 0.11295811086893082, 0.07192628085613251]&['Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines']","[0.33321887254714966, 0.21705181896686554, 0.1870565563440323, 0.16707651317119598, 0.09559613466262817]&['Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ']"
38,"[0.43171975016593933, 0.19888779520988464, 0.15205508470535278, 0.1306934505701065, 0.08664397150278091]&['Gilbert syndrome  ', 'Crigler -Najjar syndrome, type I  ', 'Physiologic jaundice', 'Biliary atresia  ', 'Hemolytic disease of the newborn  ']","[0.38913577795028687, 0.22070612013339996, 0.17250296473503113, 0.1704556941986084, 0.04719942435622215]&['Gilbert syndrome  ', 'Crigler -Najjar syndrome, type I  ', 'Hemolytic disease of the newborn  ', 'Biliary atresia  ', 'Physiologic jaundice']","[0.32957544922828674, 0.259664386510849, 0.19554291665554047, 0.16186858713626862, 0.05334863066673279]&['Gilbert syndrome  ', 'Crigler -Najjar syndrome, type I  ', 'Hemolytic disease of the newborn  ', 'Biliary atresia  ', 'Physiologic jaundice']","[0.3674922585487366, 0.2782858908176422, 0.204101100564003, 0.07793978601694107, 0.07218096405267715]&['Gilbert syndrome  ', 'Hemolytic disease of the newborn  ', 'Biliary atresia  ', 'Crigler -Najjar syndrome, type I  ', 'Physiologic jaundice']","[0.32241618633270264, 0.3206198811531067, 0.15840736031532288, 0.11658049374818802, 0.08197611570358276]&['Gilbert syndrome  ', 'Hemolytic disease of the newborn  ', 'Biliary atresia  ', 'Crigler -Najjar syndrome, type I  ', 'Physiologic jaundice']"
39,"[0.6014049053192139, 0.15024682879447937, 0.11713899672031403, 0.10883159935474396, 0.02237769402563572]&['Fibromuscular dysplasia  ', 'Atherosclerosis  ', 'Congenital renal artery hypoplasia  ', 'Takayasu arteritis  ', 'Temporal arteritis']","[0.4077703356742859, 0.25232720375061035, 0.22449056804180145, 0.10194994509220123, 0.013461984694004059]&['Atherosclerosis  ', 'Takayasu arteritis  ', 'Congenital renal artery hypoplasia  ', 'Fibromuscular dysplasia  ', 'Temporal arteritis']","[0.3577471077442169, 0.26097771525382996, 0.1950884312391281, 0.17412859201431274, 0.012058181688189507]&['Atherosclerosis  ', 'Congenital renal artery hypoplasia  ', 'Takayasu arteritis  ', 'Fibromuscular dysplasia  ', 'Temporal arteritis']","[0.33873364329338074, 0.2577763795852661, 0.24369648098945618, 0.14691852033138275, 0.012874961830675602]&['Atherosclerosis  ', 'Congenital renal artery hypoplasia  ', 'Takayasu arteritis  ', 'Fibromuscular dysplasia  ', 'Temporal arteritis']","[0.4727681279182434, 0.20212213695049286, 0.16744749248027802, 0.1434740573167801, 0.014188196510076523]&['Atherosclerosis  ', 'Congenital renal artery hypoplasia  ', 'Takayasu arteritis  ', 'Fibromuscular dysplasia  ', 'Temporal arteritis']"
40,"[0.3627616763114929, 0.26472410559654236, 0.16896387934684753, 0.10665782541036606, 0.0968925803899765]&['Iron deficiency anemia  ', 'Intravascular hemolysis  ', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Splenic sequestration']","[0.4348537027835846, 0.2717810571193695, 0.10904838889837265, 0.09388450533151627, 0.0904323160648346]&['Iron deficiency anemia  ', 'Bone marrow suppression  ', 'Intravascular hemolysis  ', 'Decreased erythropoietin production  ', 'Splenic sequestration']","[0.4571056067943573, 0.2666839063167572, 0.11711140722036362, 0.08807342499494553, 0.07102568447589874]&['Iron deficiency anemia  ', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Intravascular hemolysis  ', 'Splenic sequestration']","[0.6373022794723511, 0.13976284861564636, 0.09785740822553635, 0.09391473978757858, 0.0311626885086298]&['Iron deficiency anemia  ', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Intravascular hemolysis  ', 'Splenic sequestration']","[0.4995972812175751, 0.2096259444952011, 0.15724065899848938, 0.1152447834610939, 0.018291354179382324]&['Iron deficiency anemia  ', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Intravascular hemolysis  ', 'Splenic sequestration']"
41,"[0.8167566657066345, 0.07421905547380447, 0.07380139082670212, 0.035222895443439484]&['Sexual intercourse', 'Perimenopause  ', 'Leiomyomata uteri  ', 'Pregnancy  ']","[0.3391403257846832, 0.27911612391471863, 0.19754914939403534, 0.18419434130191803]&['Sexual intercourse', 'Leiomyomata uteri  ', 'Perimenopause  ', 'Pregnancy  ']","[0.7071125507354736, 0.11751317232847214, 0.10542986541986465, 0.06994441151618958]&['Pregnancy  ', 'Sexual intercourse', 'Leiomyomata uteri  ', 'Perimenopause  ']","[0.7292609810829163, 0.13843034207820892, 0.07009946554899216, 0.062209177762269974]&['Pregnancy  ', 'Leiomyomata uteri  ', 'Perimenopause  ', 'Sexual intercourse']","[0.5728166699409485, 0.17184045910835266, 0.13574069738388062, 0.11960224062204361]&['Pregnancy  ', 'Sexual intercourse', 'Perimenopause  ', 'Leiomyomata uteri  ']"
42,"[0.37279418110847473, 0.2620859444141388, 0.22123290598392487, 0.08311688154935837, 0.060770075768232346]&['Neisseria meningitidis  ', 'Herpes simplex virus  ', 'Streptococcus pneumoniae', 'Enterovirus  ', 'Adenovirus  ']","[0.3641241788864136, 0.25963106751441956, 0.2012910693883896, 0.1331334114074707, 0.041820228099823]&['Herpes simplex virus  ', 'Neisseria meningitidis  ', 'Enterovirus  ', 'Adenovirus  ', 'Streptococcus pneumoniae']","[0.40061551332473755, 0.2687434256076813, 0.16903631389141083, 0.11368067562580109, 0.04792405664920807]&['Herpes simplex virus  ', 'Neisseria meningitidis  ', 'Enterovirus  ', 'Adenovirus  ', 'Streptococcus pneumoniae']","[0.37074825167655945, 0.3252469599246979, 0.1559026539325714, 0.1030191034078598, 0.04508296027779579]&['Neisseria meningitidis  ', 'Herpes simplex virus  ', 'Enterovirus  ', 'Adenovirus  ', 'Streptococcus pneumoniae']","[0.36254817247390747, 0.35098835825920105, 0.14101479947566986, 0.0964728370308876, 0.0489758625626564]&['Herpes simplex virus  ', 'Neisseria meningitidis  ', 'Enterovirus  ', 'Adenovirus  ', 'Streptococcus pneumoniae']"
