,Original,Below Basic,Basic,Intermediate,Advanced
21,"[0.3601899743080139, 0.3211899995803833, 0.1616952270269394, 0.1364527940750122, 0.02047201246023178]&['Proto -oncogene  ', 'Metastasis suppressor gene  ', 'Cell cycle regulation gene  ', 'DNA mismatch repair gene  ', 'Tumor suppressor gene']","[0.4982951879501343, 0.29402896761894226, 0.1194341853260994, 0.06592723727226257, 0.02231433242559433]&['Metastasis suppressor gene  ', 'Proto -oncogene  ', 'Cell cycle regulation gene  ', 'DNA mismatch repair gene  ', 'Tumor suppressor gene']","[0.43275195360183716, 0.4074881970882416, 0.09077420085668564, 0.04978853836655617, 0.01919703558087349]&['Metastasis suppressor gene  ', 'Proto -oncogene  ', 'Cell cycle regulation gene  ', 'DNA mismatch repair gene  ', 'Tumor suppressor gene']","[0.4729941487312317, 0.3657040297985077, 0.09227386116981506, 0.04236707463860512, 0.02666090428829193]&['Proto -oncogene  ', 'Metastasis suppressor gene  ', 'Cell cycle regulation gene  ', 'Tumor suppressor gene', 'DNA mismatch repair gene  ']","[0.5945937633514404, 0.18805573880672455, 0.16608333587646484, 0.04084354266524315, 0.010423650965094566]&['Metastasis suppressor gene  ', 'Proto -oncogene  ', 'Cell cycle regulation gene  ', 'DNA mismatch repair gene  ', 'Tumor suppressor gene']"
22,"[0.6822823882102966, 0.09564673900604248, 0.0779254212975502, 0.07595332711935043, 0.06339416652917862, 0.004798045847564936]&['Superior sulcus tumor  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Thrombus of the left carotid artery']","[0.7614415287971497, 0.06003833934664726, 0.05850398167967796, 0.05118604004383087, 0.04417331889271736, 0.0246567465364933]&['Superior sulcus tumor  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Thrombus of the left carotid artery']","[0.664458155632019, 0.09458767622709274, 0.08262603729963303, 0.07845960557460785, 0.05647021532058716, 0.023398317396640778]&['Superior sulcus tumor  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Thrombus of the left carotid artery']","[0.7583107352256775, 0.07733017951250076, 0.061900243163108826, 0.04965335875749588, 0.03811783343553543, 0.014687750488519669]&['Superior sulcus tumor  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Thrombus of the left carotid artery']","[0.7063550353050232, 0.09547321498394012, 0.0825042799115181, 0.054084450006484985, 0.04221658036112785, 0.019366465508937836]&['Superior sulcus tumor  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Thrombus of the left carotid artery']"
23,"[0.3159894049167633, 0.2535967230796814, 0.20433169603347778, 0.13810302317142487, 0.08797913044691086]&['Antithrombin III deficiency  ', 'Protein C deficiency  ', 'Glanzmann thrombasthenia  ', 'von Willebrand disease', 'Factor V Leiden mutation  ']","[0.4260225296020508, 0.2307194620370865, 0.14337308704853058, 0.12536108493804932, 0.07452385872602463]&['Antithrombin III deficiency  ', 'von Willebrand disease', 'Protein C deficiency  ', 'Factor V Leiden mutation  ', 'Glanzmann thrombasthenia  ']","[0.4964102804660797, 0.20112016797065735, 0.15469138324260712, 0.08712897449731827, 0.06064915657043457]&['Antithrombin III deficiency  ', 'Protein C deficiency  ', 'von Willebrand disease', 'Glanzmann thrombasthenia  ', 'Factor V Leiden mutation  ']","[0.36561810970306396, 0.27000606060028076, 0.17408281564712524, 0.13219067454338074, 0.058102354407310486]&['Antithrombin III deficiency  ', 'Protein C deficiency  ', 'Glanzmann thrombasthenia  ', 'Factor V Leiden mutation  ', 'von Willebrand disease']","[0.34411364793777466, 0.21573573350906372, 0.17831487953662872, 0.13932542502880096, 0.12251031398773193]&['Antithrombin III deficiency  ', 'Glanzmann thrombasthenia  ', 'Protein C deficiency  ', 'Factor V Leiden mutation  ', 'von Willebrand disease']"
24,"[0.3463110029697418, 0.33667320013046265, 0.18802449107170105, 0.08860676735639572, 0.04038453847169876]&['Family illness  ', 'Trauma  ', 'Recent travel  ', 'Diet  ', 'Unintended weight loss']","[0.41131824254989624, 0.22940832376480103, 0.18688973784446716, 0.09516933560371399, 0.0772143229842186]&['Family illness  ', 'Recent travel  ', 'Diet  ', 'Trauma  ', 'Unintended weight loss']","[0.45306822657585144, 0.19743819534778595, 0.19334661960601807, 0.08576551824808121, 0.07038144022226334]&['Family illness  ', 'Diet  ', 'Recent travel  ', 'Trauma  ', 'Unintended weight loss']","[0.7274847626686096, 0.1576719880104065, 0.050459835678339005, 0.03344651684165001, 0.030936917290091515]&['Family illness  ', 'Recent travel  ', 'Diet  ', 'Trauma  ', 'Unintended weight loss']","[0.3859636187553406, 0.3403811454772949, 0.12356852740049362, 0.09009014070034027, 0.059996530413627625]&['Recent travel  ', 'Family illness  ', 'Diet  ', 'Trauma  ', 'Unintended weight loss']"
25,"[0.31753620505332947, 0.28765439987182617, 0.1996869593858719, 0.15950684249401093, 0.03561558946967125]&['Neuroblastoma  ', 'Pheochromocytoma  ', 'Rhabdomyosarcoma  ', 'Retinoblastoma  ', 'Thyroid cancer']","[0.5444397330284119, 0.1713932752609253, 0.14256438612937927, 0.11890508234500885, 0.022697588428854942]&['Pheochromocytoma  ', 'Retinoblastoma  ', 'Rhabdomyosarcoma  ', 'Neuroblastoma  ', 'Thyroid cancer']","[0.38036730885505676, 0.339425265789032, 0.15746265649795532, 0.10910521447658539, 0.013639545999467373]&['Pheochromocytoma  ', 'Retinoblastoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ', 'Thyroid cancer']","[0.4125646650791168, 0.3252542018890381, 0.1674320101737976, 0.08912727236747742, 0.0056218309327960014]&['Retinoblastoma  ', 'Pheochromocytoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ', 'Thyroid cancer']","[0.40365052223205566, 0.24922439455986023, 0.23112311959266663, 0.10238435119390488, 0.013617591001093388]&['Retinoblastoma  ', 'Neuroblastoma  ', 'Pheochromocytoma  ', 'Rhabdomyosarcoma  ', 'Thyroid cancer']"
26,"[0.5279795527458191, 0.21584029495716095, 0.12483472377061844, 0.07654181867837906, 0.05480371043086052]&['Decreased reabsorption of bile salts  ', 'Decreased hepatic secretion of lecithin  ', 'High ratio of cholesterol to bile acids in bile  ', 'Overload of unconjugated bilirubin', 'Infestation with parasites secreting β -glucuronidase  ']","[0.30553168058395386, 0.2857036888599396, 0.14331085979938507, 0.14158111810684204, 0.12387264519929886]&['Decreased reabsorption of bile salts  ', 'Decreased hepatic secretion of lecithin  ', 'Infestation with parasites secreting β -glucuronidase  ', 'High ratio of cholesterol to bile acids in bile  ', 'Overload of unconjugated bilirubin']","[0.25972485542297363, 0.2344581037759781, 0.19088204205036163, 0.15747995674610138, 0.15745504200458527]&['Decreased hepatic secretion of lecithin  ', 'Decreased reabsorption of bile salts  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Overload of unconjugated bilirubin', 'High ratio of cholesterol to bile acids in bile  ']","[0.25813737511634827, 0.24615167081356049, 0.24101456999778748, 0.21203723549842834, 0.042659174650907516]&['Decreased reabsorption of bile salts  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased hepatic secretion of lecithin  ', 'High ratio of cholesterol to bile acids in bile  ', 'Overload of unconjugated bilirubin']","[0.3262490928173065, 0.23199453949928284, 0.19459013640880585, 0.1772073656320572, 0.0699588879942894]&['Decreased reabsorption of bile salts  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased hepatic secretion of lecithin  ', 'High ratio of cholesterol to bile acids in bile  ', 'Overload of unconjugated bilirubin']"
27,"[0.4897264242172241, 0.23244333267211914, 0.12708351016044617, 0.07626613229513168, 0.07448060065507889]&['5500 –9500/mm3 ', '6500 –8500/mm3 ', '>9500/mm3', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.2975050210952759, 0.21435055136680603, 0.18229012191295624, 0.16658762097358704, 0.1392667144536972]&['5500 –9500/mm3 ', '>9500/mm3', '6500 –8500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.26441091299057007, 0.22552765905857086, 0.1850479245185852, 0.16973263025283813, 0.15528085827827454]&['5500 –9500/mm3 ', '>9500/mm3', '6500 –8500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.32609912753105164, 0.25859981775283813, 0.15780238807201385, 0.13407506048679352, 0.12342356890439987]&['>9500/mm3', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ', '6500 –8500/mm3 ', '5500 –9500/mm3 ']","[0.36118757724761963, 0.24916093051433563, 0.14111825823783875, 0.1275864988565445, 0.12094665318727493]&['<6500/mm3 or >8500/mm3 ', '<7500/mm3 ', '>9500/mm3', '6500 –8500/mm3 ', '5500 –9500/mm3 ']"
28,"[0.590398907661438, 0.2788041830062866, 0.053295232355594635, 0.04427288845181465, 0.03322884440422058]&['Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of thyroid -stimulating hormone', 'Calcitriol production by activated macrophages  ', 'Local resorption of bone by metastases  ']","[0.44703930616378784, 0.2799474596977234, 0.19464623928070068, 0.05947408825159073, 0.018892889842391014]&['Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of thyroid -stimulating hormone', 'Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ']","[0.4099861979484558, 0.34652742743492126, 0.16115368902683258, 0.06228024512529373, 0.020052460953593254]&['Parathyroid hormone -related peptide secretion  ', 'Secretion of parathyroid hormone  ', 'Secretion of thyroid -stimulating hormone', 'Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ']","[0.4281563460826874, 0.4096619784832001, 0.09612999111413956, 0.05741662159562111, 0.008635027334094048]&['Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Local resorption of bone by metastases  ', 'Secretion of thyroid -stimulating hormone', 'Calcitriol production by activated macrophages  ']","[0.41184887290000916, 0.386375367641449, 0.11277134716510773, 0.046396639198064804, 0.0426078625023365]&['Parathyroid hormone -related peptide secretion  ', 'Secretion of parathyroid hormone  ', 'Secretion of thyroid -stimulating hormone', 'Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ']"
29,"[0.37638846039772034, 0.2569158971309662, 0.177325040102005, 0.17427082359790802, 0.015099785290658474]&['C7  ', 'T3  ', 'T1  ', 'C5  ', 'T5']","[0.37484753131866455, 0.27251097559928894, 0.20032843947410583, 0.14236773550510406, 0.009945363737642765]&['T3  ', 'C7  ', 'C5  ', 'T1  ', 'T5']","[0.37935903668403625, 0.33262982964515686, 0.18167294561862946, 0.09166143834590912, 0.014676679857075214]&['T3  ', 'C5  ', 'C7  ', 'T1  ', 'T5']","[0.31824082136154175, 0.27618569135665894, 0.2538192868232727, 0.14187991619110107, 0.009874343872070312]&['T3  ', 'C7  ', 'C5  ', 'T1  ', 'T5']","[0.391662061214447, 0.20410887897014618, 0.19801712036132812, 0.19361068308353424, 0.012601331807672977]&['T3  ', 'C7  ', 'T1  ', 'C5  ', 'T5']"
30,"[0.35976722836494446, 0.3509911000728607, 0.17443765699863434, 0.10866609215736389, 0.0061378879472613335]&['Apo B48  ', 'HMG -CoA reductase activity  ', 'Apo C  ', 'LDL receptor  ', 'Lipoprotein lipase activity']","[0.6770585179328918, 0.1589326411485672, 0.12715978920459747, 0.023424997925758362, 0.013424115255475044]&['HMG -CoA reductase activity  ', 'Apo B48  ', 'Apo C  ', 'LDL receptor  ', 'Lipoprotein lipase activity']","[0.5379087924957275, 0.20084522664546967, 0.15368714928627014, 0.0973367840051651, 0.010222150012850761]&['HMG -CoA reductase activity  ', 'Apo C  ', 'Apo B48  ', 'LDL receptor  ', 'Lipoprotein lipase activity']","[0.5985331535339355, 0.14968030154705048, 0.14407524466514587, 0.09160067141056061, 0.016110630705952644]&['HMG -CoA reductase activity  ', 'Apo B48  ', 'Apo C  ', 'LDL receptor  ', 'Lipoprotein lipase activity']","[0.5725812911987305, 0.1897379606962204, 0.13396723568439484, 0.09737203270196915, 0.006341476459056139]&['HMG -CoA reductase activity  ', 'Apo C  ', 'Apo B48  ', 'LDL receptor  ', 'Lipoprotein lipase activity']"
31,"[0.2915458083152771, 0.24504917860031128, 0.2443314492702484, 0.1867648959159851, 0.032308630645275116]&['Atrial septal defect  ', 'Mitral stenosis  ', 'Papillary muscle rupture  ', 'Perforated tricuspid valve  ', 'Stretched aortic anulus']","[0.3023843467235565, 0.2413422018289566, 0.2162754237651825, 0.17793422937393188, 0.062063850462436676]&['Mitral stenosis  ', 'Atrial septal defect  ', 'Papillary muscle rupture  ', 'Perforated tricuspid valve  ', 'Stretched aortic anulus']","[0.27663037180900574, 0.2720433473587036, 0.2394922822713852, 0.16068769991397858, 0.051146250218153]&['Papillary muscle rupture  ', 'Perforated tricuspid valve  ', 'Mitral stenosis  ', 'Atrial septal defect  ', 'Stretched aortic anulus']","[0.3172752261161804, 0.29025036096572876, 0.23799805343151093, 0.12780267000198364, 0.026673635467886925]&['Mitral stenosis  ', 'Perforated tricuspid valve  ', 'Papillary muscle rupture  ', 'Atrial septal defect  ', 'Stretched aortic anulus']","[0.2899463176727295, 0.2529538869857788, 0.19480645656585693, 0.1740914136171341, 0.08820194751024246]&['Papillary muscle rupture  ', 'Mitral stenosis  ', 'Atrial septal defect  ', 'Perforated tricuspid valve  ', 'Stretched aortic anulus']"
32,"[0.39336568117141724, 0.3007500171661377, 0.1362549215555191, 0.09591204673051834, 0.07284709066152573, 0.0008702923078089952]&['Right abducens nerve  ', 'Left abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ', 'Right nucleus of the abducens nerve']","[0.3081224262714386, 0.2135200947523117, 0.18656249344348907, 0.1548154205083847, 0.12557372450828552, 0.011405856348574162]&['Left abducens nerve  ', 'Right abducens nerve  ', 'Left medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Right nucleus of the abducens nerve']","[0.32023659348487854, 0.28252679109573364, 0.13968288898468018, 0.13719429075717926, 0.11238579452037811, 0.007973667234182358]&['Left abducens nerve  ', 'Right abducens nerve  ', 'Left medial longitudinal fasciculus  ', 'Right medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ', 'Right nucleus of the abducens nerve']","[0.34236302971839905, 0.275962769985199, 0.14049342274665833, 0.12389204651117325, 0.11135847121477127, 0.005930409301072359]&['Left abducens nerve  ', 'Right abducens nerve  ', 'Left medial longitudinal fasciculus  ', 'Right medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ', 'Right nucleus of the abducens nerve']","[0.38974788784980774, 0.3390982449054718, 0.11911121755838394, 0.11347225308418274, 0.033622246235609055, 0.004948212765157223]&['Right abducens nerve  ', 'Left abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Left medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ', 'Right nucleus of the abducens nerve']"
33,"[0.6162776350975037, 0.17151318490505219, 0.11510810256004333, 0.07422453165054321, 0.022876515984535217]&['1  ', '2  ', '3  ', '4  ', '5']","[0.32295528054237366, 0.1972784548997879, 0.17001581192016602, 0.15689294040203094, 0.15285754203796387]&['5', '2  ', '1  ', '4  ', '3  ']","[0.25392642617225647, 0.21190766990184784, 0.2110224962234497, 0.18855255842208862, 0.13459084928035736]&['5', '3  ', '2  ', '4  ', '1  ']","[0.2783992886543274, 0.25787675380706787, 0.18516847491264343, 0.18135209381580353, 0.09720340371131897]&['3  ', '4  ', '2  ', '5', '1  ']","[0.33007779717445374, 0.22580000758171082, 0.18133537471294403, 0.16102848947048187, 0.10175832360982895]&['5', '4  ', '3  ', '2  ', '1  ']"
34,"[0.3948024809360504, 0.3278016448020935, 0.16378606855869293, 0.06971996277570724, 0.0438898503780365]&['Constipation  ', 'Hookworm infestation  ', 'Cystic fibrosis  ', 'Hirschsprung disease  ', 'Intussusception']","[0.3495314419269562, 0.2987361550331116, 0.2389729768037796, 0.062402237206697464, 0.05035726726055145]&['Intussusception', 'Cystic fibrosis  ', 'Hookworm infestation  ', 'Hirschsprung disease  ', 'Constipation  ']","[0.3846815526485443, 0.21953149139881134, 0.20521312952041626, 0.10696245729923248, 0.08361145853996277]&['Cystic fibrosis  ', 'Hookworm infestation  ', 'Intussusception', 'Hirschsprung disease  ', 'Constipation  ']","[0.4224165678024292, 0.31467464566230774, 0.12023261934518814, 0.08248762041330338, 0.06018851324915886]&['Hookworm infestation  ', 'Cystic fibrosis  ', 'Constipation  ', 'Hirschsprung disease  ', 'Intussusception']","[0.37479445338249207, 0.31501486897468567, 0.16329866647720337, 0.09109221398830414, 0.055799782276153564]&['Cystic fibrosis  ', 'Hookworm infestation  ', 'Constipation  ', 'Hirschsprung disease  ', 'Intussusception']"
35,"[0.4147277772426605, 0.2916545271873474, 0.2448231428861618, 0.02640656754374504, 0.02238796465098858]&['Southern blot  ', 'Northern blot  ', 'Reverse transcription -polymerase chain reaction test  ', 'Microarray analysis  ', 'Western blot']","[0.8184930682182312, 0.12331080436706543, 0.02171667478978634, 0.019074901938438416, 0.017404578626155853]&['Southern blot  ', 'Northern blot  ', 'Microarray analysis  ', 'Reverse transcription -polymerase chain reaction test  ', 'Western blot']","[0.5566782355308533, 0.27217698097229004, 0.07787536084651947, 0.05980398878455162, 0.033465418964624405]&['Southern blot  ', 'Northern blot  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ', 'Microarray analysis  ']","[0.6508994102478027, 0.18611735105514526, 0.07619413733482361, 0.059994686394929886, 0.0267944298684597]&['Southern blot  ', 'Northern blot  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ', 'Microarray analysis  ']","[0.484860360622406, 0.22575779259204865, 0.17974065244197845, 0.05792088061571121, 0.05172023922204971]&['Southern blot  ', 'Northern blot  ', 'Reverse transcription -polymerase chain reaction test  ', 'Microarray analysis  ', 'Western blot']"
36,"[0.38026535511016846, 0.2637133002281189, 0.23489558696746826, 0.08389049768447876, 0.03723527491092682]&['Penicillin  ', 'Cephalosporin  ', 'Fluoroquinolone  ', 'Macrolide  ', 'Sulfonamide']","[0.43247300386428833, 0.36270368099212646, 0.15077711641788483, 0.0404319241642952, 0.013614332303404808]&['Penicillin  ', 'Cephalosporin  ', 'Fluoroquinolone  ', 'Macrolide  ', 'Sulfonamide']","[0.44083371758461, 0.2819777727127075, 0.15587355196475983, 0.08416330814361572, 0.03715166822075844]&['Cephalosporin  ', 'Penicillin  ', 'Fluoroquinolone  ', 'Macrolide  ', 'Sulfonamide']","[0.37743547558784485, 0.23400799930095673, 0.21051494777202606, 0.11878770589828491, 0.05925383418798447]&['Cephalosporin  ', 'Fluoroquinolone  ', 'Penicillin  ', 'Macrolide  ', 'Sulfonamide']","[0.3282128572463989, 0.3278324604034424, 0.19596852362155914, 0.0880904570221901, 0.05989564582705498]&['Cephalosporin  ', 'Penicillin  ', 'Fluoroquinolone  ', 'Macrolide  ', 'Sulfonamide']"
37,"[0.534514844417572, 0.25927209854125977, 0.09583238512277603, 0.08784735202789307, 0.022533370181918144]&['Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines']","[0.7422112226486206, 0.14149361848831177, 0.05328672006726265, 0.050041135400533676, 0.012967238202691078]&['Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ']","[0.387302964925766, 0.3028678894042969, 0.13224314153194427, 0.0960460975766182, 0.08153994381427765]&['Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ']","[0.3428410291671753, 0.3222864866256714, 0.14581164717674255, 0.13779811561107635, 0.05126272886991501]&['Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ']","[0.4004620611667633, 0.3240724503993988, 0.18814247846603394, 0.05628828704357147, 0.031034717336297035]&['Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Stimulation of macrophages to produce anti -inflammatory cytokines', 'Increased production of IgG antibodies that block allergen binding to mast cells  ']"
38,"[0.28831976652145386, 0.2574523687362671, 0.257121741771698, 0.1562747210264206, 0.04083138704299927]&['Biliary atresia  ', 'Hemolytic disease of the newborn  ', 'Crigler -Najjar syndrome, type I  ', 'Gilbert syndrome  ', 'Physiologic jaundice']","[0.31628167629241943, 0.23918424546718597, 0.20680630207061768, 0.183302640914917, 0.054425157606601715]&['Biliary atresia  ', 'Gilbert syndrome  ', 'Crigler -Najjar syndrome, type I  ', 'Hemolytic disease of the newborn  ', 'Physiologic jaundice']","[0.39799433946609497, 0.36296239495277405, 0.09660407155752182, 0.07205072790384293, 0.07038849592208862]&['Biliary atresia  ', 'Crigler -Najjar syndrome, type I  ', 'Gilbert syndrome  ', 'Hemolytic disease of the newborn  ', 'Physiologic jaundice']","[0.2540958821773529, 0.24333742260932922, 0.22714510560035706, 0.21849043667316437, 0.056931138038635254]&['Crigler -Najjar syndrome, type I  ', 'Biliary atresia  ', 'Hemolytic disease of the newborn  ', 'Gilbert syndrome  ', 'Physiologic jaundice']","[0.3947107493877411, 0.2184569239616394, 0.18023814260959625, 0.12470507621765137, 0.0818890705704689]&['Biliary atresia  ', 'Gilbert syndrome  ', 'Crigler -Najjar syndrome, type I  ', 'Hemolytic disease of the newborn  ', 'Physiologic jaundice']"
39,"[0.35864436626434326, 0.2695786952972412, 0.23744598031044006, 0.07816909998655319, 0.05616186559200287]&['Takayasu arteritis  ', 'Atherosclerosis  ', 'Fibromuscular dysplasia  ', 'Congenital renal artery hypoplasia  ', 'Temporal arteritis']","[0.31527093052864075, 0.23253202438354492, 0.22338883578777313, 0.17591603100299835, 0.05289219692349434]&['Atherosclerosis  ', 'Fibromuscular dysplasia  ', 'Takayasu arteritis  ', 'Congenital renal artery hypoplasia  ', 'Temporal arteritis']","[0.36202341318130493, 0.22143039107322693, 0.19082076847553253, 0.14160379767417908, 0.08412164449691772]&['Fibromuscular dysplasia  ', 'Takayasu arteritis  ', 'Atherosclerosis  ', 'Congenital renal artery hypoplasia  ', 'Temporal arteritis']","[0.30374014377593994, 0.27002987265586853, 0.19122259318828583, 0.1457555741071701, 0.08925174176692963]&['Fibromuscular dysplasia  ', 'Takayasu arteritis  ', 'Congenital renal artery hypoplasia  ', 'Atherosclerosis  ', 'Temporal arteritis']","[0.33160707354545593, 0.2471507489681244, 0.18076524138450623, 0.13645508885383606, 0.10402178019285202]&['Takayasu arteritis  ', 'Fibromuscular dysplasia  ', 'Atherosclerosis  ', 'Congenital renal artery hypoplasia  ', 'Temporal arteritis']"
40,"[0.5089238882064819, 0.25516217947006226, 0.11620539426803589, 0.0989985540509224, 0.020710039883852005]&['Iron deficiency anemia  ', 'Intravascular hemolysis  ', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Splenic sequestration']","[0.39802315831184387, 0.29947909712791443, 0.14981526136398315, 0.08665061742067337, 0.0660318061709404]&['Intravascular hemolysis  ', 'Iron deficiency anemia  ', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Splenic sequestration']","[0.3871844410896301, 0.1952429860830307, 0.1724986582994461, 0.16110964119434357, 0.0839642733335495]&['Iron deficiency anemia  ', 'Intravascular hemolysis  ', 'Decreased erythropoietin production  ', 'Bone marrow suppression  ', 'Splenic sequestration']","[0.2812473773956299, 0.2135840803384781, 0.19943192601203918, 0.19908437132835388, 0.10665220022201538]&['Iron deficiency anemia  ', 'Intravascular hemolysis  ', 'Decreased erythropoietin production  ', 'Bone marrow suppression  ', 'Splenic sequestration']","[0.2664167881011963, 0.2326846718788147, 0.23094171285629272, 0.1600724756717682, 0.10988428443670273]&['Bone marrow suppression  ', 'Intravascular hemolysis  ', 'Decreased erythropoietin production  ', 'Iron deficiency anemia  ', 'Splenic sequestration']"
41,"[0.5248172879219055, 0.261371910572052, 0.20849257707595825, 0.005318286828696728]&['Perimenopause  ', 'Leiomyomata uteri  ', 'Pregnancy  ', 'Sexual intercourse']","[0.4527769386768341, 0.29228875041007996, 0.24526146054267883, 0.00967280101031065]&['Perimenopause  ', 'Pregnancy  ', 'Leiomyomata uteri  ', 'Sexual intercourse']","[0.3905825614929199, 0.3335828185081482, 0.26262328028678894, 0.013211379759013653]&['Pregnancy  ', 'Perimenopause  ', 'Leiomyomata uteri  ', 'Sexual intercourse']","[0.4531746506690979, 0.28752467036247253, 0.2436116337776184, 0.01568906009197235]&['Perimenopause  ', 'Leiomyomata uteri  ', 'Pregnancy  ', 'Sexual intercourse']","[0.4571687579154968, 0.3037269115447998, 0.22744955122470856, 0.011654790490865707]&['Perimenopause  ', 'Leiomyomata uteri  ', 'Pregnancy  ', 'Sexual intercourse']"
42,"[0.4011785686016083, 0.21872484683990479, 0.1728871613740921, 0.15658919513225555, 0.050620194524526596]&['Adenovirus  ', 'Neisseria meningitidis  ', 'Herpes simplex virus  ', 'Enterovirus  ', 'Streptococcus pneumoniae']","[0.3184223771095276, 0.29126760363578796, 0.1738623082637787, 0.11590306460857391, 0.10054469108581543]&['Streptococcus pneumoniae', 'Adenovirus  ', 'Herpes simplex virus  ', 'Neisseria meningitidis  ', 'Enterovirus  ']","[0.2817077338695526, 0.25456923246383667, 0.17227277159690857, 0.1689867377281189, 0.12246350198984146]&['Adenovirus  ', 'Streptococcus pneumoniae', 'Herpes simplex virus  ', 'Neisseria meningitidis  ', 'Enterovirus  ']","[0.4241763651371002, 0.234745055437088, 0.13248495757579803, 0.11718013882637024, 0.09141343832015991]&['Adenovirus  ', 'Streptococcus pneumoniae', 'Herpes simplex virus  ', 'Enterovirus  ', 'Neisseria meningitidis  ']","[0.34564322233200073, 0.26215583086013794, 0.14981776475906372, 0.12524418532848358, 0.11713899672031403]&['Adenovirus  ', 'Streptococcus pneumoniae', 'Herpes simplex virus  ', 'Enterovirus  ', 'Neisseria meningitidis  ']"
