,Original,Below Basic,Basic,Intermediate,Advanced
21,"[0.8685937523841858, 0.04593830183148384, 0.03210065886378288, 0.03171827644109726, 0.021649017930030823]&['Tumor suppressor gene', 'Proto -oncogene  ', 'DNA mismatch repair gene  ', 'Metastasis suppressor gene  ', 'Cell cycle regulation gene  ']","[0.26682916283607483, 0.2566685378551483, 0.23050011694431305, 0.16094781458377838, 0.08505446463823318]&['Cell cycle regulation gene  ', 'Tumor suppressor gene', 'DNA mismatch repair gene  ', 'Metastasis suppressor gene  ', 'Proto -oncogene  ']","[0.37317073345184326, 0.2815069258213043, 0.21394623816013336, 0.09345743805170059, 0.037918686866760254]&['Tumor suppressor gene', 'DNA mismatch repair gene  ', 'Cell cycle regulation gene  ', 'Metastasis suppressor gene  ', 'Proto -oncogene  ']","[0.3900080621242523, 0.236978217959404, 0.20016320049762726, 0.13748477399349213, 0.035365790128707886]&['DNA mismatch repair gene  ', 'Tumor suppressor gene', 'Cell cycle regulation gene  ', 'Metastasis suppressor gene  ', 'Proto -oncogene  ']","[0.40367409586906433, 0.2537033259868622, 0.15476854145526886, 0.15214847028255463, 0.035705555230379105]&['Tumor suppressor gene', 'DNA mismatch repair gene  ', 'Cell cycle regulation gene  ', 'Metastasis suppressor gene  ', 'Proto -oncogene  ']"
22,"[0.7165294289588928, 0.08220289647579193, 0.07616248726844788, 0.04690450429916382, 0.04481106996536255, 0.03338957577943802]&['Thrombus of the left carotid artery', 'Dissection of the aorta distal to the left subclavian artery  ', 'Superior sulcus tumor  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ']","[0.6455561518669128, 0.0891788899898529, 0.08827077597379684, 0.08074865490198135, 0.07799205929040909, 0.018253443762660027]&['Thrombus of the left carotid artery', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Superior sulcus tumor  ']","[0.6267416477203369, 0.07946076989173889, 0.07774678617715836, 0.07730170339345932, 0.0713203176856041, 0.06742873787879944]&['Thrombus of the left carotid artery', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Superior sulcus tumor  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery  ']","[0.60894376039505, 0.1037440076470375, 0.08001448959112167, 0.0793243870139122, 0.07816525548696518, 0.04980809614062309]&['Thrombus of the left carotid artery', 'Dissection of the aorta distal to the left subclavian artery  ', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Superior sulcus tumor  ']","[0.6247503757476807, 0.09769758582115173, 0.08791235834360123, 0.07673875987529755, 0.05911339446902275, 0.053787510842084885]&['Thrombus of the left carotid artery', 'Dissection of the proximal aorta extending into the right subclavian artery  ', 'Dissection of the aorta extending into the left carotid artery  ', 'Dissection of the aorta distal to the left subclavian artery  ', 'Superior sulcus tumor  ', 'Dissection of the aorta extending into the left carotid artery and distal aortic arch  ']"
23,"[0.4914099872112274, 0.3420374095439911, 0.10298484563827515, 0.037117328494787216, 0.026450440287590027]&['Antithrombin III deficiency  ', 'von Willebrand disease', 'Protein C deficiency  ', 'Factor V Leiden mutation  ', 'Glanzmann thrombasthenia  ']","[0.40917038917541504, 0.2904571294784546, 0.14871923625469208, 0.10227710753679276, 0.049376122653484344]&['Antithrombin III deficiency  ', 'von Willebrand disease', 'Protein C deficiency  ', 'Factor V Leiden mutation  ', 'Glanzmann thrombasthenia  ']","[0.3580324649810791, 0.29753604531288147, 0.12587597966194153, 0.11725305765867233, 0.101302370429039]&['Antithrombin III deficiency  ', 'von Willebrand disease', 'Protein C deficiency  ', 'Glanzmann thrombasthenia  ', 'Factor V Leiden mutation  ']","[0.34183987975120544, 0.2832338511943817, 0.19586531817913055, 0.12649890780448914, 0.05256208777427673]&['Antithrombin III deficiency  ', 'Protein C deficiency  ', 'von Willebrand disease', 'Factor V Leiden mutation  ', 'Glanzmann thrombasthenia  ']","[0.3783746063709259, 0.22976422309875488, 0.17345300316810608, 0.15079978108406067, 0.06760840862989426]&['Antithrombin III deficiency  ', 'Protein C deficiency  ', 'von Willebrand disease', 'Factor V Leiden mutation  ', 'Glanzmann thrombasthenia  ']"
24,"[0.7979535460472107, 0.1091868132352829, 0.07782858610153198, 0.013267943635582924, 0.001763146836310625]&['Unintended weight loss', 'Family illness  ', 'Trauma  ', 'Diet  ', 'Recent travel  ']","[0.48404231667518616, 0.2554378807544708, 0.11885659396648407, 0.1091054230928421, 0.03255781531333923]&['Unintended weight loss', 'Diet  ', 'Family illness  ', 'Trauma  ', 'Recent travel  ']","[0.7877101898193359, 0.11264758557081223, 0.04238443076610565, 0.033674176782369614, 0.023583531379699707]&['Diet  ', 'Unintended weight loss', 'Recent travel  ', 'Family illness  ', 'Trauma  ']","[0.37919890880584717, 0.2985439896583557, 0.1878092736005783, 0.08057762682437897, 0.05387021601200104]&['Unintended weight loss', 'Recent travel  ', 'Diet  ', 'Family illness  ', 'Trauma  ']","[0.7834239602088928, 0.11096631735563278, 0.0685216560959816, 0.01868821680545807, 0.01839987002313137]&['Diet  ', 'Unintended weight loss', 'Recent travel  ', 'Trauma  ', 'Family illness  ']"
25,"[0.32018762826919556, 0.2874486446380615, 0.20107117295265198, 0.10920479893684387, 0.08208777010440826]&['Thyroid cancer', 'Neuroblastoma  ', 'Retinoblastoma  ', 'Pheochromocytoma  ', 'Rhabdomyosarcoma  ']","[0.561970055103302, 0.32299309968948364, 0.05244894325733185, 0.04792264103889465, 0.014665177091956139]&['Pheochromocytoma  ', 'Thyroid cancer', 'Neuroblastoma  ', 'Retinoblastoma  ', 'Rhabdomyosarcoma  ']","[0.4447619616985321, 0.34064140915870667, 0.16762912273406982, 0.029023339971899986, 0.01794416643679142]&['Thyroid cancer', 'Pheochromocytoma  ', 'Retinoblastoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ']","[0.49262458086013794, 0.2609464228153229, 0.188872829079628, 0.03344815969467163, 0.024107960984110832]&['Pheochromocytoma  ', 'Thyroid cancer', 'Retinoblastoma  ', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ']","[0.4060472846031189, 0.2734641432762146, 0.23411603271961212, 0.04616018012166023, 0.04021230340003967]&['Pheochromocytoma  ', 'Retinoblastoma  ', 'Thyroid cancer', 'Neuroblastoma  ', 'Rhabdomyosarcoma  ']"
26,"[0.8525717258453369, 0.07458578795194626, 0.03108559176325798, 0.02438342012465, 0.017373433336615562]&['Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ', 'Decreased reabsorption of bile salts  ', 'Infestation with parasites secreting β -glucuronidase  ', 'High ratio of cholesterol to bile acids in bile  ']","[0.6014444231987, 0.21209795773029327, 0.08939077705144882, 0.055438749492168427, 0.041628140956163406]&['Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ', 'Infestation with parasites secreting β -glucuronidase  ', 'High ratio of cholesterol to bile acids in bile  ', 'Decreased reabsorption of bile salts  ']","[0.4363648593425751, 0.31038039922714233, 0.09755934029817581, 0.08235268294811249, 0.0733427032828331]&['Decreased hepatic secretion of lecithin  ', 'Overload of unconjugated bilirubin', 'High ratio of cholesterol to bile acids in bile  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ']","[0.7443024516105652, 0.10603368282318115, 0.09267683327198029, 0.049433719366788864, 0.007553262636065483]&['Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ', 'High ratio of cholesterol to bile acids in bile  ']","[0.6277541518211365, 0.19749590754508972, 0.11615139991044998, 0.03837985917925835, 0.0202187392860651]&['Overload of unconjugated bilirubin', 'Decreased hepatic secretion of lecithin  ', 'Infestation with parasites secreting β -glucuronidase  ', 'Decreased reabsorption of bile salts  ', 'High ratio of cholesterol to bile acids in bile  ']"
27,"[0.7323988676071167, 0.12222344428300858, 0.08299340307712555, 0.03649354726076126, 0.0258907712996006]&['>9500/mm3', '<7500/mm3 ', '<6500/mm3 or >8500/mm3 ', '5500 –9500/mm3 ', '6500 –8500/mm3 ']","[0.705810546875, 0.09452667832374573, 0.06953740119934082, 0.06538907438516617, 0.06473632901906967]&['>9500/mm3', '5500 –9500/mm3 ', '6500 –8500/mm3 ', '<6500/mm3 or >8500/mm3 ', '<7500/mm3 ']","[0.6467868089675903, 0.10057276487350464, 0.09634542465209961, 0.0810820609331131, 0.07521293312311172]&['>9500/mm3', '<7500/mm3 ', '5500 –9500/mm3 ', '<6500/mm3 or >8500/mm3 ', '6500 –8500/mm3 ']","[0.3817501366138458, 0.20420844852924347, 0.14936760067939758, 0.14474670588970184, 0.1199270561337471]&['>9500/mm3', '<7500/mm3 ', '5500 –9500/mm3 ', '6500 –8500/mm3 ', '<6500/mm3 or >8500/mm3 ']","[0.4211011230945587, 0.2666662931442261, 0.12071970850229263, 0.10720212012529373, 0.08431074768304825]&['>9500/mm3', '<7500/mm3 ', '<6500/mm3 or >8500/mm3 ', '5500 –9500/mm3 ', '6500 –8500/mm3 ']"
28,"[0.795496940612793, 0.09734007716178894, 0.04228663071990013, 0.03516620397567749, 0.029710179194808006]&['Secretion of thyroid -stimulating hormone', 'Secretion of parathyroid hormone  ', 'Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ', 'Parathyroid hormone -related peptide secretion  ']","[0.49421414732933044, 0.21208564937114716, 0.16187924146652222, 0.08029404282569885, 0.05152693763375282]&['Secretion of thyroid -stimulating hormone', 'Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Calcitriol production by activated macrophages  ', 'Local resorption of bone by metastases  ']","[0.46347278356552124, 0.2800159156322479, 0.1342286914587021, 0.06936841458082199, 0.05291422829031944]&['Secretion of thyroid -stimulating hormone', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of parathyroid hormone  ', 'Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ']","[0.5535756349563599, 0.1657128930091858, 0.12186213582754135, 0.10648775845766068, 0.05236159265041351]&['Secretion of thyroid -stimulating hormone', 'Secretion of parathyroid hormone  ', 'Parathyroid hormone -related peptide secretion  ', 'Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ']","[0.40015536546707153, 0.3231111168861389, 0.14155814051628113, 0.09643686562776566, 0.03873851150274277]&['Secretion of thyroid -stimulating hormone', 'Parathyroid hormone -related peptide secretion  ', 'Secretion of parathyroid hormone  ', 'Local resorption of bone by metastases  ', 'Calcitriol production by activated macrophages  ']"
29,"[0.5479884147644043, 0.15240268409252167, 0.14664480090141296, 0.07887342572212219, 0.0740906298160553]&['T5', 'C5  ', 'C7  ', 'T1  ', 'T3  ']","[0.5646421313285828, 0.1710437536239624, 0.12558233737945557, 0.08513383567333221, 0.053597915917634964]&['T5', 'T1  ', 'T3  ', 'C5  ', 'C7  ']","[0.5306744575500488, 0.157314270734787, 0.11796285957098007, 0.10794608294963837, 0.08610235154628754]&['T5', 'T3  ', 'C7  ', 'C5  ', 'T1  ']","[0.669485330581665, 0.1304238736629486, 0.11040442436933517, 0.05582384392619133, 0.03386256843805313]&['T5', 'C7  ', 'T3  ', 'C5  ', 'T1  ']","[0.394487202167511, 0.2831951677799225, 0.11987384408712387, 0.10389657318592072, 0.09854725748300552]&['T5', 'T3  ', 'C7  ', 'T1  ', 'C5  ']"
30,"[0.8066359162330627, 0.13462312519550323, 0.026976067572832108, 0.026770880445837975, 0.0049940175376832485]&['Lipoprotein lipase activity', 'LDL receptor  ', 'HMG -CoA reductase activity  ', 'Apo B48  ', 'Apo C  ']","[0.4794195592403412, 0.2715919315814972, 0.10250067710876465, 0.1005665510892868, 0.045921266078948975]&['HMG -CoA reductase activity  ', 'Lipoprotein lipase activity', 'LDL receptor  ', 'Apo B48  ', 'Apo C  ']","[0.41330957412719727, 0.3423636257648468, 0.147224560379982, 0.05072740092873573, 0.046374861150979996]&['HMG -CoA reductase activity  ', 'Lipoprotein lipase activity', 'LDL receptor  ', 'Apo B48  ', 'Apo C  ']","[0.5071097016334534, 0.3310485780239105, 0.07758762687444687, 0.043291643261909485, 0.04096240922808647]&['Lipoprotein lipase activity', 'HMG -CoA reductase activity  ', 'LDL receptor  ', 'Apo B48  ', 'Apo C  ']","[0.5836408734321594, 0.23502382636070251, 0.11963380873203278, 0.035002488642930984, 0.026698946952819824]&['HMG -CoA reductase activity  ', 'Lipoprotein lipase activity', 'LDL receptor  ', 'Apo B48  ', 'Apo C  ']"
31,"[0.3162194490432739, 0.2956538498401642, 0.2897762060165405, 0.09511418640613556, 0.003236327785998583]&['Stretched aortic anulus', 'Perforated tricuspid valve  ', 'Mitral stenosis  ', 'Papillary muscle rupture  ', 'Atrial septal defect  ']","[0.43419358134269714, 0.41990363597869873, 0.06817486882209778, 0.0640992745757103, 0.01362854428589344]&['Atrial septal defect  ', 'Mitral stenosis  ', 'Perforated tricuspid valve  ', 'Papillary muscle rupture  ', 'Stretched aortic anulus']","[0.5050874948501587, 0.22085899114608765, 0.14070114493370056, 0.06887205690145493, 0.06448030471801758]&['Mitral stenosis  ', 'Atrial septal defect  ', 'Perforated tricuspid valve  ', 'Stretched aortic anulus', 'Papillary muscle rupture  ']","[0.37398847937583923, 0.2789469361305237, 0.21729713678359985, 0.0836072787642479, 0.04616013541817665]&['Mitral stenosis  ', 'Atrial septal defect  ', 'Perforated tricuspid valve  ', 'Papillary muscle rupture  ', 'Stretched aortic anulus']","[0.42056071758270264, 0.31740427017211914, 0.13381417095661163, 0.06912533193826675, 0.05909550189971924]&['Atrial septal defect  ', 'Perforated tricuspid valve  ', 'Mitral stenosis  ', 'Stretched aortic anulus', 'Papillary muscle rupture  ']"
32,"[0.4267055094242096, 0.20550024509429932, 0.13077905774116516, 0.10235393047332764, 0.085446298122406, 0.04921488091349602]&['Right nucleus of the abducens nerve', 'Left medial longitudinal fasciculus  ', 'Right medial longitudinal fasciculus  ', 'Left nucleus of the abducens nerve  ', 'Right abducens nerve  ', 'Left abducens nerve  ']","[0.8165527582168579, 0.049399953335523605, 0.044304315000772476, 0.038064755499362946, 0.027946852147579193, 0.02373133786022663]&['Right nucleus of the abducens nerve', 'Left nucleus of the abducens nerve  ', 'Left medial longitudinal fasciculus  ', 'Left abducens nerve  ', 'Right abducens nerve  ', 'Right medial longitudinal fasciculus  ']","[0.9440839290618896, 0.01620672456920147, 0.014874002896249294, 0.010318304412066936, 0.0073080770671367645, 0.007209000177681446]&['Right nucleus of the abducens nerve', 'Left medial longitudinal fasciculus  ', 'Left abducens nerve  ', 'Left nucleus of the abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Right abducens nerve  ']","[0.8674992918968201, 0.08461184799671173, 0.019539114087820053, 0.014215784147381783, 0.007591572590172291, 0.006542366463690996]&['Right nucleus of the abducens nerve', 'Left nucleus of the abducens nerve  ', 'Left medial longitudinal fasciculus  ', 'Left abducens nerve  ', 'Right medial longitudinal fasciculus  ', 'Right abducens nerve  ']","[0.8831393718719482, 0.05033273622393608, 0.02242640219628811, 0.0176215972751379, 0.014753734692931175, 0.011726172640919685]&['Right nucleus of the abducens nerve', 'Left nucleus of the abducens nerve  ', 'Left abducens nerve  ', 'Left medial longitudinal fasciculus  ', 'Right abducens nerve  ', 'Right medial longitudinal fasciculus  ']"
33,"[0.4399467706680298, 0.18938173353672028, 0.14929184317588806, 0.11287503689527512, 0.10850454866886139]&['5', '3  ', '1  ', '2  ', '4  ']","[0.4456964135169983, 0.17944294214248657, 0.1376984715461731, 0.12020500004291534, 0.1169571653008461]&['5', '3  ', '4  ', '2  ', '1  ']","[0.5897477269172668, 0.13210763037204742, 0.11968892067670822, 0.08187486231327057, 0.07658085227012634]&['5', '4  ', '3  ', '1  ', '2  ']","[0.4126374423503876, 0.2501702308654785, 0.22916193306446075, 0.07421281933784485, 0.033817652612924576]&['5', '3  ', '4  ', '2  ', '1  ']","[0.6953688263893127, 0.11171925812959671, 0.09122617542743683, 0.07872532308101654, 0.022960441187024117]&['5', '4  ', '1  ', '3  ', '2  ']"
34,"[0.5312309861183167, 0.2371322065591812, 0.1762932538986206, 0.04693273454904556, 0.008410821668803692]&['Hookworm infestation  ', 'Cystic fibrosis  ', 'Hirschsprung disease  ', 'Intussusception', 'Constipation  ']","[0.5171682834625244, 0.3499988317489624, 0.06065063551068306, 0.054942529648542404, 0.01723971590399742]&['Cystic fibrosis  ', 'Hookworm infestation  ', 'Hirschsprung disease  ', 'Intussusception', 'Constipation  ']","[0.43048712611198425, 0.40502896904945374, 0.11600924283266068, 0.043162982910871506, 0.005311646033078432]&['Hookworm infestation  ', 'Cystic fibrosis  ', 'Hirschsprung disease  ', 'Intussusception', 'Constipation  ']","[0.33240747451782227, 0.31419795751571655, 0.30136221647262573, 0.038497522473335266, 0.013534835539758205]&['Cystic fibrosis  ', 'Hookworm infestation  ', 'Hirschsprung disease  ', 'Intussusception', 'Constipation  ']","[0.6694947481155396, 0.2373403161764145, 0.07305530458688736, 0.01648740842938423, 0.0036221768241375685]&['Hookworm infestation  ', 'Cystic fibrosis  ', 'Hirschsprung disease  ', 'Intussusception', 'Constipation  ']"
35,"[0.3718585669994354, 0.21257151663303375, 0.17659975588321686, 0.14440323412418365, 0.09456691145896912]&['Western blot', 'Northern blot  ', 'Microarray analysis  ', 'Southern blot  ', 'Reverse transcription -polymerase chain reaction test  ']","[0.30629608035087585, 0.2987793982028961, 0.24726663529872894, 0.08178696036338806, 0.06587095558643341]&['Northern blot  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ', 'Southern blot  ', 'Microarray analysis  ']","[0.4787728488445282, 0.2694794237613678, 0.1592722237110138, 0.04924087971448898, 0.043234579265117645]&['Northern blot  ', 'Southern blot  ', 'Western blot', 'Microarray analysis  ', 'Reverse transcription -polymerase chain reaction test  ']","[0.3399982154369354, 0.19484244287014008, 0.1853824257850647, 0.16889452934265137, 0.11088240146636963]&['Western blot', 'Northern blot  ', 'Reverse transcription -polymerase chain reaction test  ', 'Microarray analysis  ', 'Southern blot  ']","[0.5042838454246521, 0.34659647941589355, 0.08550744503736496, 0.03948511555790901, 0.024127105250954628]&['Southern blot  ', 'Northern blot  ', 'Microarray analysis  ', 'Western blot', 'Reverse transcription -polymerase chain reaction test  ']"
36,"[0.4294958710670471, 0.3192478120326996, 0.12140074372291565, 0.06733319908380508, 0.06252238154411316]&['Sulfonamide', 'Macrolide  ', 'Cephalosporin  ', 'Penicillin  ', 'Fluoroquinolone  ']","[0.7281454801559448, 0.09774040430784225, 0.06947661191225052, 0.05916634202003479, 0.04547114670276642]&['Sulfonamide', 'Macrolide  ', 'Cephalosporin  ', 'Fluoroquinolone  ', 'Penicillin  ']","[0.41547858715057373, 0.19317978620529175, 0.18994516134262085, 0.1364753246307373, 0.06492111086845398]&['Sulfonamide', 'Macrolide  ', 'Cephalosporin  ', 'Fluoroquinolone  ', 'Penicillin  ']","[0.4742908179759979, 0.1886482983827591, 0.12114094197750092, 0.11360654979944229, 0.10231345146894455]&['Sulfonamide', 'Macrolide  ', 'Cephalosporin  ', 'Fluoroquinolone  ', 'Penicillin  ']","[0.5490738749504089, 0.2960006892681122, 0.07455512881278992, 0.053821202367544174, 0.026549067348241806]&['Sulfonamide', 'Macrolide  ', 'Fluoroquinolone  ', 'Cephalosporin  ', 'Penicillin  ']"
37,"[0.764544665813446, 0.12525273859500885, 0.0662539079785347, 0.025568217039108276, 0.01838046871125698]&['Stimulation of macrophages to produce anti -inflammatory cytokines', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ']","[0.8209584951400757, 0.11574585735797882, 0.028680477291345596, 0.02776840329170227, 0.0068467753008008]&['Stimulation of macrophages to produce anti -inflammatory cytokines', 'Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ']","[0.7477999329566956, 0.1367652863264084, 0.06822123378515244, 0.025914961472153664, 0.02129858359694481]&['Stimulation of macrophages to produce anti -inflammatory cytokines', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ']","[0.747753381729126, 0.0999162495136261, 0.06553008407354355, 0.06469395756721497, 0.0221063494682312]&['Stimulation of macrophages to produce anti -inflammatory cytokines', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ']","[0.836660623550415, 0.0750289261341095, 0.03428880497813225, 0.02820849046111107, 0.02581312507390976]&['Stimulation of macrophages to produce anti -inflammatory cytokines', 'Overwhelming IgE binding sites to result in inactivation of mast cells  ', 'Increased production of IgG antibodies that block allergen binding to mast cells  ', 'Formation of dimers that stimulate clearance by macrophage phagocytosis  ', 'Production of an anti -idiotypic antibody to IgE that results in its clearance  ']"
38,"[0.4821208417415619, 0.24396245181560516, 0.13547585904598236, 0.07615059614181519, 0.06229022145271301]&['Physiologic jaundice', 'Gilbert syndrome  ', 'Hemolytic disease of the newborn  ', 'Crigler -Najjar syndrome, type I  ', 'Biliary atresia  ']","[0.3256518840789795, 0.2878897488117218, 0.1781274527311325, 0.1427452117204666, 0.0655856803059578]&['Physiologic jaundice', 'Gilbert syndrome  ', 'Crigler -Najjar syndrome, type I  ', 'Hemolytic disease of the newborn  ', 'Biliary atresia  ']","[0.4186530113220215, 0.21289531886577606, 0.1664964258670807, 0.15709351003170013, 0.04486170783638954]&['Physiologic jaundice', 'Gilbert syndrome  ', 'Hemolytic disease of the newborn  ', 'Crigler -Najjar syndrome, type I  ', 'Biliary atresia  ']","[0.37863901257514954, 0.236675426363945, 0.18008171021938324, 0.1262994110584259, 0.0783044621348381]&['Physiologic jaundice', 'Gilbert syndrome  ', 'Hemolytic disease of the newborn  ', 'Crigler -Najjar syndrome, type I  ', 'Biliary atresia  ']","[0.3832184672355652, 0.2061012238264084, 0.19643749296665192, 0.11954788118600845, 0.09469494223594666]&['Physiologic jaundice', 'Crigler -Najjar syndrome, type I  ', 'Hemolytic disease of the newborn  ', 'Biliary atresia  ', 'Gilbert syndrome  ']"
39,"[0.649804413318634, 0.1924968808889389, 0.09300592541694641, 0.04689694568514824, 0.017795776948332787]&['Temporal arteritis', 'Fibromuscular dysplasia  ', 'Takayasu arteritis  ', 'Congenital renal artery hypoplasia  ', 'Atherosclerosis  ']","[0.5441374182701111, 0.21924354135990143, 0.17386046051979065, 0.040280986577272415, 0.02247754856944084]&['Temporal arteritis', 'Fibromuscular dysplasia  ', 'Takayasu arteritis  ', 'Congenital renal artery hypoplasia  ', 'Atherosclerosis  ']","[0.2996264696121216, 0.2737506926059723, 0.2446098029613495, 0.16371671855449677, 0.018296264111995697]&['Takayasu arteritis  ', 'Congenital renal artery hypoplasia  ', 'Temporal arteritis', 'Fibromuscular dysplasia  ', 'Atherosclerosis  ']","[0.4347545802593231, 0.2999415397644043, 0.1333921104669571, 0.11460991203784943, 0.01730193756520748]&['Temporal arteritis', 'Takayasu arteritis  ', 'Fibromuscular dysplasia  ', 'Congenital renal artery hypoplasia  ', 'Atherosclerosis  ']","[0.29807761311531067, 0.2776262164115906, 0.23122559487819672, 0.1866513341665268, 0.006419279146939516]&['Temporal arteritis', 'Takayasu arteritis  ', 'Fibromuscular dysplasia  ', 'Congenital renal artery hypoplasia  ', 'Atherosclerosis  ']"
40,"[0.6290588974952698, 0.19861401617527008, 0.07896395772695541, 0.06436608731746674, 0.02899707667529583]&['Splenic sequestration', 'Bone marrow suppression  ', 'Intravascular hemolysis  ', 'Decreased erythropoietin production  ', 'Iron deficiency anemia  ']","[0.8877974152565002, 0.06725940853357315, 0.030748439952731133, 0.007286301348358393, 0.006908494513481855]&['Splenic sequestration', 'Intravascular hemolysis  ', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Iron deficiency anemia  ']","[0.763786792755127, 0.08870681375265121, 0.07868406921625137, 0.04733765125274658, 0.02148466184735298]&['Splenic sequestration', 'Bone marrow suppression  ', 'Intravascular hemolysis  ', 'Iron deficiency anemia  ', 'Decreased erythropoietin production  ']","[0.7676150798797607, 0.10352610796689987, 0.06708875298500061, 0.03454706817865372, 0.0272230114787817]&['Splenic sequestration', 'Bone marrow suppression  ', 'Intravascular hemolysis  ', 'Iron deficiency anemia  ', 'Decreased erythropoietin production  ']","[0.7643793225288391, 0.14792615175247192, 0.03923382610082626, 0.028230924159288406, 0.020229749381542206]&['Splenic sequestration', 'Bone marrow suppression  ', 'Decreased erythropoietin production  ', 'Iron deficiency anemia  ', 'Intravascular hemolysis  ']"
41,"[0.6747070550918579, 0.28320541977882385, 0.02922053076326847, 0.012866925448179245]&['Sexual intercourse', 'Leiomyomata uteri  ', 'Perimenopause  ', 'Pregnancy  ']","[0.3808993101119995, 0.30740445852279663, 0.1945970356464386, 0.11709924042224884]&['Leiomyomata uteri  ', 'Sexual intercourse', 'Pregnancy  ', 'Perimenopause  ']","[0.6109402775764465, 0.17164769768714905, 0.12017817795276642, 0.09723393619060516]&['Leiomyomata uteri  ', 'Sexual intercourse', 'Pregnancy  ', 'Perimenopause  ']","[0.4160975217819214, 0.2376546710729599, 0.21919001638889313, 0.1270577311515808]&['Leiomyomata uteri  ', 'Pregnancy  ', 'Sexual intercourse', 'Perimenopause  ']","[0.39567670226097107, 0.36745351552963257, 0.14267496764659882, 0.09419482946395874]&['Sexual intercourse', 'Leiomyomata uteri  ', 'Perimenopause  ', 'Pregnancy  ']"
42,"[0.4986356496810913, 0.19219708442687988, 0.13887664675712585, 0.10256487876176834, 0.06772571802139282]&['Streptococcus pneumoniae', 'Herpes simplex virus  ', 'Neisseria meningitidis  ', 'Adenovirus  ', 'Enterovirus  ']","[0.4186129868030548, 0.16960206627845764, 0.16583813726902008, 0.15090864896774292, 0.09503818303346634]&['Adenovirus  ', 'Herpes simplex virus  ', 'Streptococcus pneumoniae', 'Enterovirus  ', 'Neisseria meningitidis  ']","[0.3362955152988434, 0.24177125096321106, 0.1775808334350586, 0.14711891114711761, 0.09723354130983353]&['Streptococcus pneumoniae', 'Adenovirus  ', 'Enterovirus  ', 'Herpes simplex virus  ', 'Neisseria meningitidis  ']","[0.29470983147621155, 0.24837560951709747, 0.18038539588451385, 0.16371561586856842, 0.11281359940767288]&['Neisseria meningitidis  ', 'Adenovirus  ', 'Streptococcus pneumoniae', 'Herpes simplex virus  ', 'Enterovirus  ']","[0.28411155939102173, 0.23836050927639008, 0.19421198964118958, 0.15459387004375458, 0.12872207164764404]&['Neisseria meningitidis  ', 'Herpes simplex virus  ', 'Adenovirus  ', 'Enterovirus  ', 'Streptococcus pneumoniae']"
